experiment,solver,network,n_requests,run,runtime_ms,pareto_size,route_index,served,lu_cost,distance,route,clusters,prefixes_explored,prefixes_pruned,pruned_capacity,pruned_lu_bound,pruned_seed_lu,backtrack_calls,cluster_orderings,cross_product,valid_orderings,seed_lu,seed_dist,lb_lu,status,timeout
core_comparison,OptLoad,oldenburg,10,5,2731,120,24,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,25,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,26,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,27,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,28,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,29,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,30,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,31,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,32,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,33,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,34,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,35,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,36,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,37,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,38,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,39,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,40,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,41,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,42,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,43,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,44,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,45,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,46,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,47,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,48,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,49,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,50,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,51,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,52,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,53,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,54,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,55,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,56,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,57,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,58,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,59,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,60,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,61,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,62,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,63,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,64,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,65,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,66,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,67,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,68,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,69,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,70,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,71,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,72,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,73,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,74,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,75,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,76,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,77,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,78,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,79,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,80,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,81,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,82,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,83,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,84,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,85,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,86,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,87,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,88,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,89,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,90,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,91,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,92,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,93,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,94,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,95,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,96,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,97,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,98,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,99,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,100,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,101,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,102,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,103,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,104,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,105,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,106,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,107,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,108,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,109,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,110,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,111,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,112,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,113,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,114,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,115,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,116,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,117,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,118,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,119,14,29,36373.23,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S7:3012,S2:3735,D2:5966,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,5,2731,120,120,15,31,36125.64,"[Depot:375,S6:609,D6:864,S10:935,D10:5647,S8:4198,S7:3012,D8:1683,Depot:375]",10,49,0,0,0,0,49,19,160,160,150,98692.49,54,success,0
core_comparison,OptLoad,oldenburg,10,6,442,0,0,0,0,0,,11,32,0,0,0,0,32,11,0,0,180,95450.97,48,success,0
core_comparison,OptLoad,oldenburg,10,7,417,0,0,0,0,0,,9,24,1,1,0,0,25,10,0,0,176,95780.9,52,success,0
core_comparison,OptLoad,oldenburg,10,8,2222,40,1,13,32,23798.93,"[Depot:3883,S5:466,D5:3119,S7:1400,S2:1046,D7:1855,D2:1025,Depot:3883]",9,45,1,1,0,0,46,16,40,40,144,123546.53,56,success,0
core_comparison,OptLoad,oldenburg,10,8,2222,40,2,13,32,23798.93,"[Depot:3883,S5:466,D5:3119,S7:1400,S2:1046,D7:1855,D2:1025,Depot:3883]",9,45,1,1,0,0,46,16,40,40,144,123546.53,56,success,0
core_comparison,OptLoad,oldenburg,10,8,2222,40,3,8,16,13435.91,"[Depot:3883,S5:466,D5:3119,S2:1046,D2:1025,Depot:3883]",9,45,1,1,0,0,46,16,40,40,144,123546.53,56,success,0
core_comparison,OptLoad,oldenburg,10,8,2222,40,4,8,16,13435.91,"[Depot:3883,S5:466,D5:3119,S2:1046,D2:1025,Depot:3883]",9,45,1,1,0,0,46,16,40,40,144,123546.53,56,success,0
core_comparison,OptLoad,oldenburg,10,8,2222,40,5,13,32,23798.93,"[Depot:3883,S5:466,D5:3119,S7:1400,S2:1046,D7:1855,D2:1025,Depot:3883]",9,45,1,1,0,0,46,16,40,40,144,123546.53,56,success,0
core_comparison,OptLoad,oldenburg,10,8,2222,40,6,13,32,23798.93,"[Depot:3883,S5:466,D5:3119,S7:1400,S2:1046,D7:1855,D2:1025,Depot:3883]",9,45,1,1,0,0,46,16,40,40,144,123546.53,56,success,0
core_comparison,OptLoad,oldenburg,10,8,2222,40,7,8,16,13435.91,"[Depot:3883,S5:466,D5:3119,S2:1046,D2:1025,Depot:3883]",9,45,1,1,0,0,46,16,40,40,144,123546.53,56,success,0
core_comparison,OptLoad,oldenburg,10,8,2222,40,8,8,16,13435.91,"[Depot:3883,S5:466,D5:3119,S2:1046,D2:1025,Depot:3883]",9,45,1,1,0,0,46,16,40,40,144,123546.53,56,success,0
core_comparison,OptLoad,oldenburg,10,8,2222,40,9,13,32,23798.93,"[Depot:3883,S5:466,D5:3119,S7:1400,S2:1046,D7:1855,D2:1025,Depot:3883]",9,45,1,1,0,0,46,16,40,40,144,123546.53,56,success,0
core_comparison,OptLoad,oldenburg,10,8,2222,40,10,13,32,23798.93,"[Depot:3883,S5:466,D5:3119,S7:1400,S2:1046,D7:1855,D2:1025,Depot:3883]",9,45,1,1,0,0,46,16,40,40,144,123546.53,56,success,0
core_comparison,OptLoad,oldenburg,10,8,2222,40,11,8,16,13435.91,"[Depot:3883,S5:466,D5:3119,S2:1046,D2:1025,Depot:3883]",9,45,1,1,0,0,46,16,40,40,144,123546.53,56,success,0
core_comparison,OptLoad,oldenburg,10,8,2222,40,12,8,16,13435.91,"[Depot:3883,S5:466,D5:3119,S2:1046,D2:1025,Depot:3883]",9,45,1,1,0,0,46,16,40,40,144,123546.53,56,success,0
core_comparison,OptLoad,oldenburg,10,8,2222,40,13,8,16,13435.91,"[Depot:3883,S5:466,D5:3119,S2:1046,D2:1025,Depot:3883]",9,45,1,1,0,0,46,16,40,40,144,123546.53,56,success,0
