threads,runtime_s,speedup,efficiency
1,0.49346666666666666,1.0,1.0
2,0.49720000000000003,0.9924912845266827,0.49624564226334134
4,0.48386666666666667,1.0198401763571232,0.2549600440892808
8,0.4875333333333333,1.0121701080268015,0.1265212635033502
16,0.49433333333333335,0.9982467970330411,0.06239042481456507
24,0.4823333333333333,1.0230822391154113,0.042628426629808806
