step,experiment,solver,network,n_requests,run,capacity,tw_duration,threads,runtime_ms,pareto_size,route_index,served,lu_cost,distance,route,clusters,prefixes_explored,prefixes_pruned,pruned_capacity,pruned_lu_bound,pruned_seed_lu,backtrack_calls,cluster_orderings,cross_product,valid_orderings,seed_lu,seed_dist,lb_lu,status,timeout
step5,search_space,OptLoad,london,5,1,,,,3797,1,1,0,20,69207.74,"[Depot:91589,S5:128955,S2:278042,D5:189816,Depot:91589]",6,13,1,1,0,0,14,6,1,1,78,203243.20,34,success,0
step5,search_space,OptLoad,london,5,2,,,,1989,2,1,10,20,50900.34,"[Depot:140540,S2:119269,D2:50318,S1:4107,D1:258825,Depot:140540]",6,14,0,0,0,0,14,7,2,2,90,140781.81,40,success,0
step5,search_space,OptLoad,london,5,2,,,,1989,2,2,10,20,50900.34,"[Depot:140540,S2:119269,D2:50318,S1:4107,D1:258825,Depot:140540]",6,14,0,0,0,0,14,7,2,2,90,140781.81,40,success,0
step5,search_space,OptLoad,london,5,3,,,,7399,4,1,13,37,144213.33,"[Depot:110781,S4:269224,D4:6873,S3:237737,S2:172320,S1:248319,D2:183835,D1:278558,Depot:110781]",5,16,0,0,0,0,16,7,4,4,52,196238.56,32,success,0
step5,search_space,OptLoad,london,5,3,,,,7399,4,2,4,8,47335.52,"[Depot:110781,S2:172320,D2:183835,Depot:110781]",5,16,0,0,0,0,16,7,4,4,52,196238.56,32,success,0
step5,search_space,OptLoad,london,5,3,,,,7399,4,3,4,8,47335.52,"[Depot:110781,S2:172320,D2:183835,Depot:110781]",5,16,0,0,0,0,16,7,4,4,52,196238.56,32,success,0
step5,search_space,OptLoad,london,5,3,,,,7399,4,4,4,8,47335.52,"[Depot:110781,S2:172320,D2:183835,Depot:110781]",5,16,0,0,0,0,16,7,4,4,52,196238.56,32,success,0
step5,search_space,OptLoad,london,5,4,,,,7512,2,1,1,2,48779.79,"[Depot:23275,S3:49828,D3:35598,Depot:23275]",6,14,0,0,0,0,14,7,2,2,76,242144.74,36,success,0
step5,search_space,OptLoad,london,5,4,,,,7512,2,2,1,2,48779.79,"[Depot:23275,S3:49828,D3:35598,Depot:23275]",6,14,0,0,0,0,14,7,2,2,76,242144.74,36,success,0
step5,search_space,OptLoad,london,5,5,,,,7809,2,1,7,24,126534.53,"[Depot:179481,S1:161545,S5:54498,D1:239552,D5:173567,Depot:179481]",5,15,0,0,0,0,15,6,2,2,82,226236.09,28,success,0
step5,search_space,OptLoad,london,5,5,,,,7809,2,2,5,10,69645.67,"[Depot:179481,S5:54498,D5:173567,Depot:179481]",5,15,0,0,0,0,15,6,2,2,82,226236.09,28,success,0
step5,search_space,OptLoad,london,5,6,,,,7288,2,1,6,22,89183.77,"[Depot:106631,S4:89527,S1:159294,D4:217322,D1:82281,Depot:106631]",5,16,0,0,0,0,16,7,4,4,106,271478.19,30,success,0
step5,search_space,OptLoad,london,5,6,,,,7288,2,2,6,22,89183.77,"[Depot:106631,S4:89527,S1:159294,D4:217322,D1:82281,Depot:106631]",5,16,0,0,0,0,16,7,4,4,106,271478.19,30,success,0
