solver_norm,n_requests,served,lu_cost,distance,runtime_s
OptLoad,5,5.1,13.2,68265.55600000001,6.4178
OptLoad,10,8.1,14.1,12989.03,0.5860000000000001
OptLoad,15,2.1,4.8,17923.860999999997,11.5651
OptLoad,20,6.3,7.0,4492.7,0.4833
OptLoad,25,0.0,0.0,0.0,13.9298
OptLoad,30,0.0,0.0,0.0,18.2363
OptLoad,35,0.0,0.0,0.0,16.8559
OptLoad,40,6.2,8.0,2091.1220000000003,0.5764
