step,experiment,solver,network,n_requests,run,capacity,tw_duration,threads,runtime_ms,pareto_size,route_index,served,lu_cost,distance,route,clusters,prefixes_explored,prefixes_pruned,pruned_capacity,pruned_lu_bound,pruned_seed_lu,backtrack_calls,cluster_orderings,cross_product,valid_orderings,seed_lu,seed_dist,lb_lu,status,timeout
step6,parallel_performance,OptLoad,london,20,1,,,4,327,1,1,9,9,5711.07,"[Depot:278790,S2:28799,S3:28575,Depot:278790]",9,5,0,0,0,0,5,2,2,2,1040,87805.55,114,success,0
step6,parallel_performance,OptLoad,london,20,2,,,4,620,1,1,0,7,5465.98,"[Depot:225395,S2:225399,S6:211003,Depot:225395]",9,4,0,0,0,0,4,2,1,1,1316,125971.26,134,success,0
step6,parallel_performance,OptLoad,london,20,3,,,4,298,0,0,0,0,0.00,,14,21,0,0,0,0,21,9,0,0,1358,51216.28,130,success,0
step6,parallel_performance,OptLoad,london,20,4,,,4,270,2,1,10,10,7196.38,"[Depot:86890,S18:75322,S6:78653,Depot:86890]",11,5,0,0,0,0,5,2,2,2,1338,76768.64,138,success,0
step6,parallel_performance,OptLoad,london,20,4,,,4,270,2,2,10,10,7196.38,"[Depot:86890,S6:78653,S18:75322,Depot:86890]",11,5,0,0,0,0,5,2,2,2,1338,76768.64,138,success,0
step6,parallel_performance,OptLoad,london,20,5,,,4,244,2,1,8,8,3162.33,"[Depot:177590,S13:171094,S14:180549,Depot:177590]",13,5,0,0,0,0,5,2,2,2,1064,52270.75,102,success,0
step6,parallel_performance,OptLoad,london,20,5,,,4,244,2,2,8,8,3162.33,"[Depot:177590,S14:180549,S13:171094,Depot:177590]",13,5,0,0,0,0,5,2,2,2,1064,52270.75,102,success,0
step6,parallel_performance,OptLoad,london,20,6,,,4,975,2,1,10,10,6453.32,"[Depot:265576,S4:98042,S11:97066,S19:265746,Depot:265576]",9,7,0,0,0,0,7,3,2,2,1026,197805.10,116,success,0
step6,parallel_performance,OptLoad,london,20,6,,,4,975,2,2,10,10,6453.32,"[Depot:265576,S4:98042,S19:265746,S11:97066,Depot:265576]",9,7,0,0,0,0,7,3,2,2,1026,197805.10,116,success,0
step6,parallel_performance,OptLoad,london,20,7,,,4,622,2,1,10,10,3784.38,"[Depot:252949,S10:155313,S9:166862,Depot:252949]",9,5,0,0,0,0,5,2,2,2,1310,92730.15,140,success,0
step6,parallel_performance,OptLoad,london,20,7,,,4,622,2,2,10,10,3784.38,"[Depot:252949,S9:166862,S10:155313,Depot:252949]",9,5,0,0,0,0,5,2,2,2,1310,92730.15,140,success,0
step6,parallel_performance,OptLoad,london,20,8,,,4,357,2,1,8,8,2513.50,"[Depot:80016,S16:80303,S5:81557,Depot:80016]",11,5,0,0,0,0,5,2,2,2,1196,112543.37,118,success,0
step6,parallel_performance,OptLoad,london,20,8,,,4,357,2,2,8,8,2513.50,"[Depot:80016,S5:81557,S16:80303,Depot:80016]",11,5,0,0,0,0,5,2,2,2,1196,112543.37,118,success,0
step6,parallel_performance,OptLoad,london,20,9,,,4,246,0,0,0,0,0.00,,13,9,0,0,0,0,9,4,0,0,1106,42029.59,108,success,0
step6,parallel_performance,OptLoad,london,20,10,,,4,831,1,1,8,8,10640.04,"[Depot:70035,S15:70030,S18:74342,S10:74476,Depot:70035]",8,16,0,0,0,0,16,2,2,2,914,110553.45,92,success,0
step6,parallel_performance,OptLoad,london,20,1,,,8,373,1,1,9,9,5711.07,"[Depot:278790,S2:28799,S3:28575,Depot:278790]",9,5,0,0,0,0,5,2,2,2,1040,87805.55,114,success,0
step6,parallel_performance,OptLoad,london,20,2,,,8,624,1,1,0,7,5465.98,"[Depot:225395,S2:225399,S6:211003,Depot:225395]",9,4,0,0,0,0,4,2,1,1,1316,125971.26,134,success,0
step6,parallel_performance,OptLoad,london,20,3,,,8,308,0,0,0,0,0.00,,14,21,0,0,0,0,21,9,0,0,1358,51216.28,130,success,0
step6,parallel_performance,OptLoad,london,20,4,,,8,257,2,1,10,10,7196.38,"[Depot:86890,S18:75322,S6:78653,Depot:86890]",11,5,0,0,0,0,5,2,2,2,1338,76768.64,138,success,0
step6,parallel_performance,OptLoad,london,20,4,,,8,257,2,2,10,10,7196.38,"[Depot:86890,S6:78653,S18:75322,Depot:86890]",11,5,0,0,0,0,5,2,2,2,1338,76768.64,138,success,0
step6,parallel_performance,OptLoad,london,20,5,,,8,260,2,1,8,8,3162.33,"[Depot:177590,S14:180549,S13:171094,Depot:177590]",13,5,0,0,0,0,5,2,2,2,1064,52270.75,102,success,0
step6,parallel_performance,OptLoad,london,20,5,,,8,260,2,2,8,8,3162.33,"[Depot:177590,S13:171094,S14:180549,Depot:177590]",13,5,0,0,0,0,5,2,2,2,1064,52270.75,102,success,0
step6,parallel_performance,OptLoad,london,20,6,,,8,955,2,1,10,10,6453.32,"[Depot:265576,S4:98042,S11:97066,S19:265746,Depot:265576]",9,7,0,0,0,0,7,3,2,2,1026,197805.10,116,success,0
step6,parallel_performance,OptLoad,london,20,6,,,8,955,2,2,10,10,6453.32,"[Depot:265576,S4:98042,S19:265746,S11:97066,Depot:265576]",9,7,0,0,0,0,7,3,2,2,1026,197805.10,116,success,0
step6,parallel_performance,OptLoad,london,20,7,,,8,638,2,1,10,10,3784.38,"[Depot:252949,S10:155313,S9:166862,Depot:252949]",9,5,0,0,0,0,5,2,2,2,1310,92730.15,140,success,0
step6,parallel_performance,OptLoad,london,20,7,,,8,638,2,2,10,10,3784.38,"[Depot:252949,S9:166862,S10:155313,Depot:252949]",9,5,0,0,0,0,5,2,2,2,1310,92730.15,140,success,0
step6,parallel_performance,OptLoad,london,20,8,,,8,333,2,1,8,8,2513.50,"[Depot:80016,S16:80303,S5:81557,Depot:80016]",11,5,0,0,0,0,5,2,2,2,1196,112543.37,118,success,0
step6,parallel_performance,OptLoad,london,20,8,,,8,333,2,2,8,8,2513.50,"[Depot:80016,S5:81557,S16:80303,Depot:80016]",11,5,0,0,0,0,5,2,2,2,1196,112543.37,118,success,0
step6,parallel_performance,OptLoad,london,20,9,,,8,286,0,0,0,0,0.00,,13,9,0,0,0,0,9,4,0,0,1106,42029.59,108,success,0
step6,parallel_performance,OptLoad,london,20,10,,,8,836,1,1,8,8,10640.04,"[Depot:70035,S15:70030,S18:74342,S10:74476,Depot:70035]",8,16,0,0,0,0,16,2,2,2,914,110553.45,92,success,0
step6,parallel_performance,OptLoad,london,20,1,,,16,418,1,1,9,9,5711.07,"[Depot:278790,S2:28799,S3:28575,Depot:278790]",9,5,0,0,0,0,5,2,2,2,1040,87805.55,114,success,0
step6,parallel_performance,OptLoad,london,20,2,,,16,568,1,1,0,7,5465.98,"[Depot:225395,S2:225399,S6:211003,Depot:225395]",9,4,0,0,0,0,4,2,1,1,1316,125971.26,134,success,0
step6,parallel_performance,OptLoad,london,20,3,,,16,385,0,0,0,0,0.00,,14,21,0,0,0,0,21,9,0,0,1358,51216.28,130,success,0
step6,parallel_performance,OptLoad,london,20,4,,,16,287,2,1,10,10,7196.38,"[Depot:86890,S18:75322,S6:78653,Depot:86890]",11,5,0,0,0,0,5,2,2,2,1338,76768.64,138,success,0
step6,parallel_performance,OptLoad,london,20,4,,,16,287,2,2,10,10,7196.38,"[Depot:86890,S6:78653,S18:75322,Depot:86890]",11,5,0,0,0,0,5,2,2,2,1338,76768.64,138,success,0
step6,parallel_performance,OptLoad,london,20,5,,,16,294,2,1,8,8,3162.33,"[Depot:177590,S13:171094,S14:180549,Depot:177590]",13,5,0,0,0,0,5,2,2,2,1064,52270.75,102,success,0
step6,parallel_performance,OptLoad,london,20,5,,,16,294,2,2,8,8,3162.33,"[Depot:177590,S14:180549,S13:171094,Depot:177590]",13,5,0,0,0,0,5,2,2,2,1064,52270.75,102,success,0
step6,parallel_performance,OptLoad,london,20,6,,,16,916,2,1,10,10,6453.32,"[Depot:265576,S4:98042,S11:97066,S19:265746,Depot:265576]",9,7,0,0,0,0,7,3,2,2,1026,197805.10,116,success,0
step6,parallel_performance,OptLoad,london,20,6,,,16,916,2,2,10,10,6453.32,"[Depot:265576,S4:98042,S19:265746,S11:97066,Depot:265576]",9,7,0,0,0,0,7,3,2,2,1026,197805.10,116,success,0
step6,parallel_performance,OptLoad,london,20,7,,,16,634,2,1,10,10,3784.38,"[Depot:252949,S10:155313,S9:166862,Depot:252949]",9,5,0,0,0,0,5,2,2,2,1310,92730.15,140,success,0
step6,parallel_performance,OptLoad,london,20,7,,,16,634,2,2,10,10,3784.38,"[Depot:252949,S9:166862,S10:155313,Depot:252949]",9,5,0,0,0,0,5,2,2,2,1310,92730.15,140,success,0
step6,parallel_performance,OptLoad,london,20,8,,,16,336,2,1,8,8,2513.50,"[Depot:80016,S5:81557,S16:80303,Depot:80016]",11,5,0,0,0,0,5,2,2,2,1196,112543.37,118,success,0
step6,parallel_performance,OptLoad,london,20,8,,,16,336,2,2,8,8,2513.50,"[Depot:80016,S16:80303,S5:81557,Depot:80016]",11,5,0,0,0,0,5,2,2,2,1196,112543.37,118,success,0
step6,parallel_performance,OptLoad,london,20,9,,,16,262,0,0,0,0,0.00,,13,9,0,0,0,0,9,4,0,0,1106,42029.59,108,success,0
step6,parallel_performance,OptLoad,london,20,10,,,16,848,1,1,8,8,10640.04,"[Depot:70035,S15:70030,S18:74342,S10:74476,Depot:70035]",8,16,0,0,0,0,16,2,2,2,914,110553.45,92,success,0
step6,parallel_performance,OptLoad,london,20,1,,,24,361,1,1,9,9,5711.07,"[Depot:278790,S2:28799,S3:28575,Depot:278790]",9,5,0,0,0,0,5,2,2,2,1040,87805.55,114,success,0
step6,parallel_performance,OptLoad,london,20,2,,,24,602,1,1,0,7,5465.98,"[Depot:225395,S2:225399,S6:211003,Depot:225395]",9,4,0,0,0,0,4,2,1,1,1316,125971.26,134,success,0
step6,parallel_performance,OptLoad,london,20,3,,,24,316,0,0,0,0,0.00,,14,21,0,0,0,0,21,9,0,0,1358,51216.28,130,success,0
step6,parallel_performance,OptLoad,london,20,4,,,24,307,2,1,10,10,7196.38,"[Depot:86890,S18:75322,S6:78653,Depot:86890]",11,5,0,0,0,0,5,2,2,2,1338,76768.64,138,success,0
step6,parallel_performance,OptLoad,london,20,4,,,24,307,2,2,10,10,7196.38,"[Depot:86890,S6:78653,S18:75322,Depot:86890]",11,5,0,0,0,0,5,2,2,2,1338,76768.64,138,success,0
step6,parallel_performance,OptLoad,london,20,5,,,24,243,2,1,8,8,3162.33,"[Depot:177590,S13:171094,S14:180549,Depot:177590]",13,5,0,0,0,0,5,2,2,2,1064,52270.75,102,success,0
step6,parallel_performance,OptLoad,london,20,5,,,24,243,2,2,8,8,3162.33,"[Depot:177590,S14:180549,S13:171094,Depot:177590]",13,5,0,0,0,0,5,2,2,2,1064,52270.75,102,success,0
step6,parallel_performance,OptLoad,london,20,6,,,24,944,2,1,10,10,6453.32,"[Depot:265576,S4:98042,S11:97066,S19:265746,Depot:265576]",9,7,0,0,0,0,7,3,2,2,1026,197805.10,116,success,0
step6,parallel_performance,OptLoad,london,20,6,,,24,944,2,2,10,10,6453.32,"[Depot:265576,S4:98042,S19:265746,S11:97066,Depot:265576]",9,7,0,0,0,0,7,3,2,2,1026,197805.10,116,success,0
step6,parallel_performance,OptLoad,london,20,7,,,24,624,2,1,10,10,3784.38,"[Depot:252949,S10:155313,S9:166862,Depot:252949]",9,5,0,0,0,0,5,2,2,2,1310,92730.15,140,success,0
step6,parallel_performance,OptLoad,london,20,7,,,24,624,2,2,10,10,3784.38,"[Depot:252949,S9:166862,S10:155313,Depot:252949]",9,5,0,0,0,0,5,2,2,2,1310,92730.15,140,success,0
step6,parallel_performance,OptLoad,london,20,8,,,24,332,2,1,8,8,2513.50,"[Depot:80016,S16:80303,S5:81557,Depot:80016]",11,5,0,0,0,0,5,2,2,2,1196,112543.37,118,success,0
step6,parallel_performance,OptLoad,london,20,8,,,24,332,2,2,8,8,2513.50,"[Depot:80016,S5:81557,S16:80303,Depot:80016]",11,5,0,0,0,0,5,2,2,2,1196,112543.37,118,success,0
step6,parallel_performance,OptLoad,london,20,9,,,24,219,0,0,0,0,0.00,,13,9,0,0,0,0,9,4,0,0,1106,42029.59,108,success,0
step6,parallel_performance,OptLoad,london,20,10,,,24,837,1,1,8,8,10640.04,"[Depot:70035,S15:70030,S18:74342,S10:74476,Depot:70035]",8,16,0,0,0,0,16,2,2,2,914,110553.45,92,success,0
